,index,isbn,book_title,avg_rating,author_name,book_desc,genres,19th,20th,21st,academic,adult,adventure,africa,american,animals,anthologies,anthropology,apocalyptic,art,artificial,astronomy,atheism,audiobook,autobiography,biography,biology,birds,book,brain,british,buddhism,business,canada,care,cartography,century,change,chemistry,childrens,classics,climate,club,collections,comedy,comic,comics,communication,computer,computers,conservation,cooking,crime,cultural,culture,death,design,development,dinosaurs,disability,disease,drink,ecology,economics,education,engineering,environment,espionage,essays,european,evolution,fantasy,feminism,fiction,film,finance,fitness,food,france,futurism,games,gardening,gender,genetics,geography,geology,german,ghosts,graphic,health,help,historical,history,horror,humanities,humor,illness,intelligence,internet,italian,italy,journalism,justice,language,leadership,linguistics,literature,logic,management,maps,mathematics,mechanics,media,medical,medicine,memoir,mental,metaphysics,microhistory,military,movements,music,mystery,mysticism,natural,nature,neuroscience,nobel,nonfiction,novels,number,nutrition,occult,palaeontology,paranormal,personal,philosophy,physics,plants,politics,pop,popular,post,prize,productivity,programming,psychology,puzzles,quantum,reference,relationships,religion,russia,school,science,self,sequential,sexuality,short,singularity,skepticism,social,society,sociology,space,spirituality,sports,spy,star,stories,studies,supernatural,sustainability,taoism,teaching,technical,technology,textbooks,theology,theory,thriller,tie,time,travel,trek,trivia,true,tv,unfinished,war,womens,world,writing
131,32,0670022756,the beginning of infinity: explanations that transform the world,4.1,daviddeutsch,"the new york times bestseller: a provocative, imaginative exploration of the nature and progress of knowledgein this groundbreaking book, award-winning physicist david deutsch argues that explanations have a fundamental place in the universe—and that improving them is the basic regulating principle of all successful human endeavor. taking us on a journey through every fundamental field of science, as well as the history of civilization, art, moral values, and the theory of political institutions, deutsch tracks how we form new explanations and drop bad ones, explaining the conditions under which progress—which he argues is potentially boundless—can and cannot happen. hugely ambitious and highly original, the beginning of infinity explores and establishes deep connections between the laws of nature, the human condition, knowledge, and the possibility for progress. ",science nonfiction philosophy science physics history science popular science psychology science mathematics futurism audiobook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1897016007995195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524511229948151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19787253429910415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3150190989541799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12077435042266509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20098838933482577,0.2387428606260419,0.0,0.0,0.0,0.17298310648147514,0.0,0.0,0.0,0.0,0.23139055011760903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5958733322590319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,33,0316016403,the black hole war: my battle with stephen hawking to make the world safe for quantum mechanics,4.1,leonardsusskind,"leonard susskind, padre de la teoría de cuerdas y uno de los físicos más eminentes de nuestro tiempo y gerard’t hooft, premio nobel de física, conscientes del reto que implicaba la propuesta de hawking, fiel a la teoría de la relatividad general, contraatacaron con las leyes de la mecánica cuántica en la mano. esta obra no es, simplemente, la historia de aquel enfrentamiento entre los más grandes científicos de nuestro tiempo sino que nos transmite la tensión intelectual de estos sabios y el esfuerzo que realizaron para aparcar sus más firmes convicciones y tratar de reconciliar ambas teorías para llegar a desentrañar las incógnitas últimas del universo.",science science physics nonfiction science astronomy history science popular science audiobook space biography science nature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989138790531865,0.0,0.17645780553127635,0.0,0.34589564911606824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18405829487033284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3140047604025633,0.0,0.0,0.11234263047981007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22207530719180638,0.0,0.0,0.0,0.16090649332982082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6651277594404204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3117190170194943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,34,0393066614,trick or treatment: the undeniable facts about alternative medicine,4.1,simonsingh,"whether you are an ardent believer in alternative medicine, a skeptic, or are simply baffled by the range of services and opinions, this guide lays to rest doubts and contradictions with authority, integrity, and clarity. in this groundbreaking analysis, over thirty of the most popular treatments—acupuncture, homeopathy, aromatherapy, reflexology, chiropractic, and herbal medicines—are examined for their benefits and potential dangers. questions answered include: what works and what doesn't? what are the secrets, and what are the lies? who can you trust, and who is ripping you off? can science decide what is best, or do the old wives' tales really tap into ancient, superior wisdom?in their scrutiny of alternative and complementary cures, authors simon singh and edzard ernst also strive to reassert the primacy of the scientific method as a means for determining public health practice and policy.",science nonfiction health medicine health philosophy skepticism medical science popular science science biology psychology philosophy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18467207989497658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5351377800069115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28833000910636364,0.2838078896924586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09851286273654716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3278832225698419,0.0,0.0,0.0,0.0,0.14109834550890762,0.0,0.0,0.0,0.0,0.188739955317469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888321491029892,0.0,0.0,0.0,0.0,0.0,0.43807364806799415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,35,0,how to: absurd scientific advice for common real-world problems,4.2,randallmunroe,"the world's most entertaining and useless self-help guide, from the brilliant mind behind the wildly popular webcomic xkcd and the #1 new york times bestsellers what if? and thing explainerfor any task you might want to do, there's a right way, a wrong way, and a way so monumentally complex, excessive, and inadvisable that no one would ever try it. how to is a guide to the third kind of approach. it's full of highly impractical advice for everything from landing a plane to digging a hole.bestselling author and cartoonist randall munroe explains how to predict the weather by analyzing the pixels of your facebook photos. he teaches you how to tell if you're a baby boomer or a 90's kid by measuring the radioactivity of your teeth. he offers tips for taking a selfie with a telescope, crossing a river by boiling it, and powering your house by destroying the fabric of space-time. and if you want to get rid of the book once you're done with it, he walks you through your options for proper disposal, including dissolving it in the ocean, converting it to a vapor, using tectonic plates to subduct it into the earth's mantle, or launching it into the sun.by exploring the most complicated ways to do simple tasks, munroe doesn't just make things difficult for himself and his readers. as he did so brilliantly in what if?, munroe invites us to explore the most absurd reaches of the possible. full of clever infographics and amusing illustrations, how to is a delightfully mind-bending way to better understand the science and technology underlying the things we do every day.",nonfiction science humor science physics sequential art comics audiobook adult humor comedy science popular science self help,0.0,0.0,0.0,0.0,0.2838333322192654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3253747908123669,0.0,0.0,0.0,0.11492803928670207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3338787602411702,0.0,0.3546494895377211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22528393476855715,0.0,0.0,0.0,0.0,0.4721603388980636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07316943679811655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14463899487304105,0.0,0.0,0.0,0.1047993753023148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2888011633054709,0.22528393476855715,0.34351976562311065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,36,0241304849,"the future of humanity: terraforming mars, interstellar travel, immortality and our destiny beyond earth",4.2,michiokaku,"the #1 bestselling author of the future of the mind brings us a stunning new vision of our future in space.human civilization is on the verge of spreading beyond earth. more than a possibility, it is becoming a necessity: whether our hand is forced by climate change and resource depletion or whether future catastrophes compel us to abandon earth, one day we will make our homes among the stars.world-renowned physicist and futurist michio kaku explores in rich, accessible detail how humanity might gradually develop a sustainable civilization in outer space. with his trademark storytelling verve, kaku shows us how science fiction is becoming reality: mind-boggling developments in robotics, nanotechnology, and biotechnology could enable us to build habitable cities on mars; nearby stars might be reached by microscopic spaceships sailing through space on laser beams; and technology might one day allow us to transcend our physical bodies entirely.with irrepressible enthusiasm and wonder, dr. kaku takes readers on a fascinating journey to a future in which humanity could finally fulfil its long-awaited destiny among the stars - and perhaps even achieve immortality.",science nonfiction science physics space science technology futurism audiobook science astronomy science popular science philosophy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28015220825052667,0.0,0.16538222995605023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45726992539978384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10529131704851898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17522207447578114,0.20813649705649356,0.0,0.0,0.0,0.1508070136153733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6233802564343406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2921536171164411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3213384506306184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,37,902543522X,wij zijn ons brein: van baarmoeder tot alzheimer,3.9,dickswaab,"het verhaal van je leven is het verhaal van je brein. dat begint in de baarmoeder, waar de hersenen gevormd worden op een manier die bepalend is voor de rest van je leven. dick swaab volgt in wij zijn ons brein de mens vanaf de conceptie tot en met de dood. wat zijn de bedreigingen voor het kind in de baarmoeder? hoe zit het met de hersenen van pubers, wat gebeurt er als je verliefd bent, hoe zijn homo- en heteroseksualiteit te verklaren en wat gebeurt er wanneer alzheimer toeslaat? de zin en onzin van therapieën, antidepressiva en alternatieve geneeswijzen, agressie, moreel gedrag en geloof, meditatie, hersenbeschadiging, psychische problemen en bijna-dood-ervaringen: alles wordt beschreven in wij zijn ons brein. na lezing van dit boek zul je beter begrijpen waarom je bent wie je bent.",nonfiction science psychology biology neuroscience neuroscience brain science popular science science biology health medicine health medical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3281564366687186,0.0,0.0,0.3081852125080227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4754614425573856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256176646807716,0.2521588153252812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52078109205693,0.0,0.08752711839289593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1253636454097096,0.0,0.0,0.0,0.0,0.16769246122428755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3454712065420012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,38,0393354113,idiot brain: what your head is really up to,4.0,deanburnett,"the brain is an absolute marvel—the seat of our consciousness, the pinnacle (so far) of evolutionary progress, and the engine of human experience. but it’s also messy, fallible, and about 50,000 years out of date. we cling to superstitions, remember faces but not names, miss things sitting right in front of us, and lie awake at night while our brains endlessly replay our greatest fears. idiot brain is for anyone who has ever wondered why their brain appears to be sabotaging their life—and what on earth it is really up to.a library journal science bestseller and a finalist for the goodreads choice award in science technology.",nonfiction science psychology biology neuroscience neuroscience brain science biology audiobook science popular science health self help,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14778567827212566,0.0,0.0,0.35275596016599925,0.0,0.0,0.3312876372343704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555516804635478,0.28969204826099243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5598202979949409,0.0,0.0940883957745398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347612545874146,0.0,0.0,0.0,0.0,0.18026315671964405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3713686935736002,0.28969204826099243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,39,0316182346,"the tale of the dueling neurosurgeons: the history of the human brain as revealed by true stories of trauma, madness, and recovery",4.2,samkean,"from the author of the bestseller the disappearing spoon, tales of the brain and the history of neuroscience.  early studies of the functions of the human brain used a simple method: wait for misfortune to strike-strokes, seizures, infectious diseases, lobotomies, horrendous accidents-and see how the victim coped. in many cases survival was miraculous, and observers could only marvel at the transformations that took place afterward, altering victims' personalities. an injury to one section can leave a person unable to recognize loved ones; some brain trauma can even make you a pathological gambler, pedophile, or liar. but a few scientists realized that these injuries were an opportunity for studying brain function at its extremes. with lucid explanations and incisive wit, sam kean explains the brain's secret passageways while recounting forgotten stories of common people whose struggles, resiliency, and deep humanity made modern neuroscience possible.",nonfiction science history psychology biology neuroscience medical health medicine audiobook health neuroscience brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15080446080274568,0.0,0.0,0.17998081069071376,0.0,0.0,0.3380547701770632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215435464399764,0.0,0.0,0.157299994922999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2810054926274527,0.2765982496992434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5712556126724686,0.0,0.09601031682141715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18394534889673486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947386381552203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,40,0,i think you'll find it's a bit more complicated than that,4.0,bengoldacre,"the very best journalism from one of britain's most admired and outspoken science writers, author of the bestselling bad science and bad pharma. in 'bad science', ben goldacre hilariously exposed the tricks that quacks and journalists use to distort science. in 'bad pharma', he put the $600 billion global pharmaceutical industry under the microscope. now the pick of the journalism by one of our wittiest, most indignant and most fearless commentators on the worlds of medicine and science is collected in one volume.",nonfiction science health medicine science popular science writing essays medical psychology health writing journalism audiobook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12699100960589046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27802066287055593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43918688587389154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471721303368304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2366320666086763,0.2329207690379513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08084937939389646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11579923018183315,0.0,0.0,0.0,0.0,0.1548986379073929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23933553246323166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549783385563693
140,41,0230752985,paranormality: why we see what isn't there,4.0,richardwiseman,"professor richard wiseman is clear about one thing: paranormal phenomena don't exist. but in the same way that the science of space travel transforms our everyday lives, so research into telepathy, fortune-telling and out-of-body experiences produces remarkable insights into our brains, behaviour and beliefs. paranormality embarks on a wild ghost chase into this new science of the supernatural and is packed with activities that allow you to experience the impossible. so throw away your crystals, ditch your lucky charms and cancel your subscription to reincarnation weekly. it is time to discover the real secrets of the paranormal. learn how to control your dreams -- and leave your body behind convince complete strangers that you know all about them unleash the power of your unconscious mind.",nonfiction science psychology philosophy skepticism fantasy paranormal science popular science religion philosophy social science unfinished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38435773463647255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08423188989930479,0.0,0.0,0.0,0.0,0.0,0.4658805538266505,0.0,0.28035144585323396,0.0,0.0,0.0,0.0,0.12064394408742707,0.0,0.0,0.0,0.0,0.16137916099765118,0.0,0.0,0.0,0.0,0.28325555422720017,0.0,0.0,0.33246487679626024,0.0,0.0,0.0,0.0,0.0,0.37456805402692533,0.3124624180157064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28325555422720017,0.0,0.0,0.0,0.0
141,42,0393068382,"delusions of gender: how our minds, society, and neurosexism create difference",4.1,cordeliafine,"it’s the twenty-first century, and although we tried to rear unisex children--boys who play with dolls and girls who like trucks--we failed. even though the glass ceiling is cracked, most women stay comfortably beneath it, and everywhere we hear about vitally important “hardwired” differences between male and female brains. the neuroscience we read about in magazines, newspaper articles, books, and sometimes even scientific journals increasingly tells a tale of two brains, and the result is more often than not a validation of the status quo. women, it seems, are just too intuitive for math, men too focused for housework.drawing on the latest research in neuroscience and psychology, cordelia fine debunks the myth of hardwired differences between men’s and women’s brains, unraveling the evidence behind such claims as men’s brains aren’t wired for empathy, and women’s brains aren’t made to fix cars. she then goes one step further, offering a very different explanation of the dissimilarities between men’s and women’s behavior. instead of a “male brain” and a “female brain,” fine gives us a glimpse of plastic, mutable minds that are continuously influenced by cultural assumptions about gender.delusions of gender provides us with a much-needed corrective to the belief that men’s and women’s brains are intrinsically different--a belief that, as fine shows with insight and humor--all too often works to the detriment of ourselves and our society.",nonfiction feminism science psychology gender sociology gender gender studies biology neuroscience womens politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09283577466105059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2739082434915713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8217247304747137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1473294767603188,0.0,0.049523013611078484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16475913619080954,0.0,0.0,0.0,0.0,0.0,0.0,0.09488072030896065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04886706993773216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13088706444124482,0.0,0.0,0.0,0.0,0.0,0.0,0.293722135286803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2739082434915713,0.0,0.0
